5221908EX;2025-08;;;;;;;;;;;;;;
CONTA;IC1;TIPO1;IC2;TIPO2;IC3;TIPO3;IC4;TIPO4;IC5;TIPO5;IC6;TIPO6;Valor;Tipo_valor;Natureza_valor
111110200;10131;PO;1;FP;1749;FR;;;;;;;136.04;beginning_balance;D
111110200;10131;PO;1;FP;1749;FR;;;;;;;1565.87;ending_balance;D
111110200;10131;PO;1;FP;1540;FR;1070;CO;;;;;395157.61;period_change;C
111110200;10131;PO;1;FP;1540;FR;1070;CO;;;;;394899.39;period_change;D
111110200;10131;PO;1;FP;1540;FR;1070;CO;;;;;358.91;beginning_balance;D
111110200;10131;PO;1;FP;1540;FR;1070;CO;;;;;100.69;ending_balance;D
111110200;10131;PO;1;FP;1540;FR;1001;CO;;;;;91111.85;period_change;C
111110200;10131;PO;1;FP;1540;FR;1001;CO;;;;;70305.53;period_change;D
111110200;10131;PO;1;FP;1540;FR;1001;CO;;;;;24418.20;beginning_balance;D
111110200;10131;PO;1;FP;1540;FR;1001;CO;;;;;3611.88;ending_balance;D
111110200;10131;PO;1;FP;1631;FR;;;;;;;104064.56;period_change;C
111110200;10131;PO;1;FP;1631;FR;;;;;;;1698263.10;beginning_balance;D
111110200;10131;PO;1;FP;1631;FR;;;;;;;1594198.54;ending_balance;D
111110200;10131;PO;1;FP;1571;FR;1001;CO;;;;;69.00;period_change;C
111110200;10131;PO;1;FP;1571;FR;1001;CO;;;;;33207.23;period_change;D
111110200;10131;PO;1;FP;1571;FR;1001;CO;;;;;2348.55;beginning_balance;D
111110200;10131;PO;1;FP;1571;FR;1001;CO;;;;;35486.78;ending_balance;D
111110200;10131;PO;1;FP;1632;FR;;;;;;;387.82;period_change;D
111110200;10131;PO;1;FP;1632;FR;;;;;;;3683.72;beginning_balance;D
111110200;10131;PO;1;FP;1632;FR;;;;;;;4071.54;ending_balance;D
111110200;10131;PO;1;FP;1665;FR;;;;;;;0.58;beginning_balance;D
111110200;10131;PO;1;FP;1665;FR;;;;;;;0.58;ending_balance;D
111110200;10131;PO;1;FP;1701;FR;;;;;;;803.20;period_change;D
111110200;10131;PO;1;FP;1701;FR;;;;;;;15961.85;beginning_balance;D
111110200;10131;PO;1;FP;1701;FR;;;;;;;16765.05;ending_balance;D
111110200;10131;PO;1;FP;1660;FR;;;;;;;8465.89;period_change;C
111110200;10131;PO;1;FP;1660;FR;;;;;;;13007.20;period_change;D
111110200;10131;PO;1;FP;1660;FR;;;;;;;44491.13;beginning_balance;D
111110200;10131;PO;1;FP;1660;FR;;;;;;;49032.44;ending_balance;D
111110200;10131;PO;1;FP;1669;FR;;;;;;;0.00;beginning_balance;D
111110200;10131;PO;1;FP;1669;FR;;;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;1708;FR;;;;;;;12.51;period_change;D
111110200;10131;PO;1;FP;1708;FR;;;;;;;77.17;beginning_balance;D
111110200;10131;PO;1;FP;1708;FR;;;;;;;89.68;ending_balance;D
111110200;10131;PO;1;FP;1705;FR;;;;;;;259.38;period_change;C
111110200;10131;PO;1;FP;1705;FR;;;;;;;25966.75;period_change;D
111110200;10131;PO;1;FP;1705;FR;;;;;;;1893.49;beginning_balance;D
111110200;10131;PO;1;FP;1705;FR;;;;;;;27600.86;ending_balance;D
111110200;10131;PO;1;FP;2500;FR;;;;;;;7095.35;beginning_balance;D
111110200;10131;PO;1;FP;2500;FR;;;;;;;7095.35;ending_balance;D
111110200;10131;PO;1;FP;2500;FR;1001;CO;;;;;4.95;beginning_balance;D
111110200;10131;PO;1;FP;2500;FR;1001;CO;;;;;4.95;ending_balance;D
111110200;10131;PO;1;FP;2500;FR;1002;CO;;;;;5.15;beginning_balance;D
111110200;10131;PO;1;FP;2500;FR;1002;CO;;;;;5.15;ending_balance;D
111110200;10131;PO;1;FP;2569;FR;1001;CO;;;;;32247.64;beginning_balance;D
111110200;10131;PO;1;FP;2569;FR;1001;CO;;;;;32247.64;ending_balance;D
111110200;10131;PO;1;FP;2550;FR;1001;CO;;;;;0.00;beginning_balance;D
111110200;10131;PO;1;FP;2550;FR;1001;CO;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;2750;FR;;;;;;;1226.31;beginning_balance;D
111110200;10131;PO;1;FP;2750;FR;;;;;;;1226.31;ending_balance;D
111110200;10131;PO;1;FP;2540;FR;1070;CO;;;;;9.41;beginning_balance;D
111110200;10131;PO;1;FP;2540;FR;1070;CO;;;;;9.41;ending_balance;D
111110200;10131;PO;1;FP;2571;FR;1001;CO;;;;;1.15;beginning_balance;D
111110200;10131;PO;1;FP;2571;FR;1001;CO;;;;;1.15;ending_balance;D
111110200;10131;PO;1;FP;2632;FR;;;;;;;39120.30;beginning_balance;D
111110200;10131;PO;1;FP;2632;FR;;;;;;;39120.30;ending_balance;D
111110200;10131;PO;1;FP;2701;FR;;;;;;;70542.71;beginning_balance;D
111110200;10131;PO;1;FP;2701;FR;;;;;;;70542.71;ending_balance;D
111110200;10131;PO;1;FP;2660;FR;;;;;;;2615.56;beginning_balance;D
111110200;10131;PO;1;FP;2660;FR;;;;;;;2615.56;ending_balance;D
111110200;10131;PO;1;FP;2669;FR;;;;;;;12.00;period_change;C
111110200;10131;PO;1;FP;2669;FR;;;;;;;509.80;beginning_balance;D
111110200;10131;PO;1;FP;2669;FR;;;;;;;497.80;ending_balance;D
111110200;10131;PO;1;FP;2705;FR;;;;;;;1.74;beginning_balance;D
111110200;10131;PO;1;FP;2705;FR;;;;;;;1.74;ending_balance;D
111110200;10131;PO;1;FP;1621;FR;;;;;;;18579.56;period_change;C
111110200;10131;PO;1;FP;1621;FR;;;;;;;14023.66;period_change;D
111110200;10131;PO;1;FP;1621;FR;;;;;;;35253.13;beginning_balance;D
111110200;10131;PO;1;FP;1621;FR;;;;;;;30697.23;ending_balance;D
111110200;10131;PO;1;FP;2621;FR;;;;;;;191.90;beginning_balance;D
111110200;10131;PO;1;FP;2621;FR;;;;;;;191.90;ending_balance;D
111110200;10131;PO;1;FP;1541;FR;1070;CO;;;;;6598.10;period_change;C
111110200;10131;PO;1;FP;1541;FR;1070;CO;;;;;3339.84;period_change;D
111110200;10131;PO;1;FP;1541;FR;1070;CO;;;;;3258.26;beginning_balance;D
111110200;10131;PO;1;FP;1541;FR;1070;CO;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;1541;FR;1001;CO;;;;;6900.99;period_change;C
111110200;10131;PO;1;FP;1541;FR;1001;CO;;;;;3339.84;period_change;D
111110200;10131;PO;1;FP;1541;FR;1001;CO;;;;;3561.15;beginning_balance;D
111110200;10131;PO;1;FP;1541;FR;1001;CO;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;2541;FR;1070;CO;;;;;213.27;period_change;C
111110200;10131;PO;1;FP;2541;FR;1070;CO;;;;;213.27;beginning_balance;D
111110200;10131;PO;1;FP;2541;FR;1070;CO;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;1604;FR;;;;;;;118780.00;period_change;C
111110200;10131;PO;1;FP;1604;FR;;;;;;;60720.00;period_change;D
111110200;10131;PO;1;FP;1604;FR;;;;;;;58060.00;beginning_balance;D
111110200;10131;PO;1;FP;1604;FR;;;;;;;0.00;ending_balance;D
111110200;10131;PO;1;FP;2553;FR;1001;CO;;;;;746.08;beginning_balance;D
111110200;10131;PO;1;FP;2553;FR;1001;CO;;;;;746.08;ending_balance;D
111110200;10131;PO;1;FP;2599;FR;3120;CO;;;;;18.72;beginning_balance;D
111110200;10131;PO;1;FP;2599;FR;3120;CO;;;;;18.72;ending_balance;D
111110200;10131;PO;1;FP;2708;FR;;;;;;;1175.87;beginning_balance;D
111110200;10131;PO;1;FP;2708;FR;;;;;;;1175.87;ending_balance;D
111110200;10132;PO;1;FP;2800;FR;;;;;;;164267.74;beginning_balance;D
111110200;10132;PO;1;FP;2800;FR;;;;;;;164267.74;ending_balance;D
111110200;10131;PO;1;FP;2552;FR;1001;CO;;;;;38.90;beginning_balance;D
111110200;10131;PO;1;FP;2552;FR;1001;CO;;;;;38.90;ending_balance;D
111110602;10132;PO;1;FP;1800;FR;;;;;;;320511.38;period_change;C
111110602;10132;PO;1;FP;1800;FR;;;;;;;321080.27;period_change;D
111110602;10132;PO;1;FP;1800;FR;;;;;;;168485.16;beginning_balance;D
111110602;10132;PO;1;FP;1800;FR;;;;;;;169054.05;ending_balance;D
111110602;10132;PO;1;FP;2800;FR;;;;;;;147669.76;beginning_balance;C
111110602;10132;PO;1;FP;2800;FR;;;;;;;147669.76;ending_balance;C
111115300;10132;PO;1;FP;1800;FR;;;;;;;0.00;beginning_balance;D
111115300;10132;PO;1;FP;1800;FR;;;;;;;0.00;ending_balance;D
111115300;10132;PO;1;FP;2800;FR;;;;;;;0.00;beginning_balance;D
111115300;10132;PO;1;FP;2800;FR;;;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;1500;FR;;;;;;;143128.87;period_change;C
113819900;10131;PO;2;FP;1500;FR;;;;;;;294074.16;period_change;D
113819900;10131;PO;2;FP;1500;FR;;;;;;;1566681.75;beginning_balance;D
113819900;10131;PO;2;FP;1500;FR;;;;;;;1717627.04;ending_balance;D
113819900;10131;PO;2;FP;1500;FR;1001;CO;;;;;7977.42;period_change;D
113819900;10131;PO;2;FP;1500;FR;1001;CO;;;;;0.00;beginning_balance;D
113819900;10131;PO;2;FP;1500;FR;1001;CO;;;;;7977.42;ending_balance;D
113819900;10131;PO;2;FP;1500;FR;1002;CO;;;;;491474.64;period_change;C
113819900;10131;PO;2;FP;1500;FR;1002;CO;;;;;491474.64;period_change;D
113819900;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;beginning_balance;D
113819900;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;1540;FR;1070;CO;;;;;0.00;beginning_balance;D
113819900;10131;PO;2;FP;1540;FR;1070;CO;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;2500;FR;;;;;;;0.00;beginning_balance;D
113819900;10131;PO;2;FP;2500;FR;;;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;1604;FR;;;;;;;58060.00;period_change;D
113819900;10131;PO;2;FP;1604;FR;;;;;;;58060.00;beginning_balance;C
113819900;10131;PO;2;FP;1604;FR;;;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;1605;FR;;;;;;;8300.49;period_change;D
113819900;10131;PO;2;FP;1605;FR;;;;;;;8300.49;beginning_balance;C
113819900;10131;PO;2;FP;1605;FR;;;;;;;0.00;ending_balance;D
113819900;10131;PO;2;FP;1600;FR;;;;;;;8300.49;period_change;D
113819900;10131;PO;2;FP;1600;FR;;;;;;;8300.49;beginning_balance;C
113819900;10131;PO;2;FP;1600;FR;;;;;;;0.00;ending_balance;D
113819900;20231;PO;2;FP;1500;FR;;;;;;;145345.29;period_change;C
113819900;20231;PO;2;FP;1500;FR;;;;;;;993942.27;beginning_balance;C
113819900;20231;PO;2;FP;1500;FR;;;;;;;1139287.56;ending_balance;C
115610800;10131;PO;2;FP;;;;;;;;;405476.21;period_change;C
115610800;10131;PO;2;FP;;;;;;;;;405476.21;period_change;D
115610800;10131;PO;2;FP;;;;;;;;;0.00;beginning_balance;D
115610800;10131;PO;2;FP;;;;;;;;;0.00;ending_balance;D
115610800;20231;PO;2;FP;;;;;;;;;6213.76;period_change;C
115610800;20231;PO;2;FP;;;;;;;;;6213.76;period_change;D
115610800;20231;PO;2;FP;;;;;;;;;0.00;beginning_balance;D
115610800;20231;PO;2;FP;;;;;;;;;0.00;ending_balance;D
115610800;10132;PO;2;FP;;;;;;;;;0.00;beginning_balance;D
115610800;10132;PO;2;FP;;;;;;;;;0.00;ending_balance;D
121110403;10131;PO;2;FP;;;;;;;;;11632.97;period_change;C
121110403;10131;PO;2;FP;;;;;;;;;67170.67;beginning_balance;C
121110403;10131;PO;2;FP;;;;;;;;;78803.64;ending_balance;C
121110504;10131;PO;2;FP;;;;;;;;;4378.89;beginning_balance;C
121110504;10131;PO;2;FP;;;;;;;;;4378.89;ending_balance;C
123110199;10131;PO;2;FP;;;;;;;;;44243.89;period_change;D
123110199;10131;PO;2;FP;;;;;;;;;6660236.47;beginning_balance;D
123110199;10131;PO;2;FP;;;;;;;;;6704480.36;ending_balance;D
123110199;10132;PO;2;FP;;;;;;;;;32174.00;beginning_balance;D
123110199;10132;PO;2;FP;;;;;;;;;32174.00;ending_balance;D
123210499;10131;PO;2;FP;;;;;;;;;228496.79;period_change;D
123210499;10131;PO;2;FP;;;;;;;;;3471603.17;beginning_balance;D
123210499;10131;PO;2;FP;;;;;;;;;3700099.96;ending_balance;D
211110101;10131;PO;2;FP;1500;FR;;;;;;;468514.61;period_change;C
211110101;10131;PO;2;FP;1500;FR;;;;;;;474603.91;period_change;D
211110101;10131;PO;2;FP;1500;FR;;;;;;;33668.55;beginning_balance;C
211110101;10131;PO;2;FP;1500;FR;;;;;;;27579.25;ending_balance;C
211110101;10131;PO;2;FP;1500;FR;1001;CO;;;;;169965.71;period_change;C
211110101;10131;PO;2;FP;1500;FR;1001;CO;;;;;162620.37;period_change;D
211110101;10131;PO;2;FP;1500;FR;1001;CO;;;;;0.00;beginning_balance;D
211110101;10131;PO;2;FP;1500;FR;1001;CO;;;;;7345.34;ending_balance;C
211110101;10131;PO;2;FP;1500;FR;1002;CO;;;;;262839.87;period_change;C
211110101;10131;PO;2;FP;1500;FR;1002;CO;;;;;239433.51;period_change;D
211110101;10131;PO;2;FP;1500;FR;1002;CO;;;;;10903.20;beginning_balance;C
211110101;10131;PO;2;FP;1500;FR;1002;CO;;;;;34309.56;ending_balance;C
211110101;10131;PO;2;FP;1540;FR;1070;CO;;;;;218868.35;period_change;C
211110101;10131;PO;2;FP;1540;FR;1070;CO;;;;;218868.35;period_change;D
211110101;10131;PO;2;FP;1540;FR;1070;CO;;;;;1018.76;beginning_balance;C
211110101;10131;PO;2;FP;1540;FR;1070;CO;;;;;1018.76;ending_balance;C
211110101;10131;PO;2;FP;1604;FR;;;;;;;48258.00;period_change;C
211110101;10131;PO;2;FP;1604;FR;;;;;;;48258.00;period_change;D
211110101;10131;PO;2;FP;1604;FR;;;;;;;0.00;beginning_balance;D
211110101;10131;PO;2;FP;1604;FR;;;;;;;0.00;ending_balance;D
211110101;10131;PO;2;FP;1540;FR;1001;CO;;;;;0.00;beginning_balance;D
211110101;10131;PO;2;FP;1540;FR;1001;CO;;;;;0.00;ending_balance;D
211110101;10132;PO;2;FP;1800;FR;;;;;;;4000.00;period_change;C
211110101;10132;PO;2;FP;1800;FR;;;;;;;4000.00;period_change;D
211110101;10132;PO;2;FP;1800;FR;;;;;;;0.00;beginning_balance;D
211110101;10132;PO;2;FP;1800;FR;;;;;;;0.00;ending_balance;D
211110101;20231;PO;2;FP;1500;FR;;;;;;;93257.65;period_change;C
211110101;20231;PO;2;FP;1500;FR;;;;;;;93257.65;period_change;D
211110101;20231;PO;2;FP;1500;FR;;;;;;;0.00;beginning_balance;D
211110101;20231;PO;2;FP;1500;FR;;;;;;;0.00;ending_balance;D
211110101;10131;PO;2;FP;1600;FR;;;;;;;400.00;beginning_balance;C
211110101;10131;PO;2;FP;1600;FR;;;;;;;400.00;ending_balance;C
211210100;10132;PO;2;FP;1800;FR;;;;;;;321593.66;period_change;C
211210100;10132;PO;2;FP;1800;FR;;;;;;;321593.66;period_change;D
211210100;10132;PO;2;FP;1800;FR;;;;;;;123.12;beginning_balance;C
211210100;10132;PO;2;FP;1800;FR;;;;;;;123.12;ending_balance;C
211310100;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;beginning_balance;D
211310100;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;ending_balance;D
211310100;10131;PO;2;FP;1500;FR;;;;;;;0.00;beginning_balance;D
211310100;10131;PO;2;FP;1500;FR;;;;;;;0.00;ending_balance;D
211429900;10131;PO;2;FP;1500;FR;;;;;;;179957.05;period_change;C
211429900;10131;PO;2;FP;1500;FR;;;;;;;184171.55;period_change;D
211429900;10131;PO;2;FP;1500;FR;;;;;;;19274.82;beginning_balance;C
211429900;10131;PO;2;FP;1500;FR;;;;;;;15060.32;ending_balance;C
211429900;10131;PO;2;FP;1500;FR;1002;CO;;;;;66538.10;period_change;C
211429900;10131;PO;2;FP;1500;FR;1002;CO;;;;;66538.10;period_change;D
211429900;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;beginning_balance;D
211429900;10131;PO;2;FP;1500;FR;1002;CO;;;;;0.00;ending_balance;D
211429900;10131;PO;2;FP;1540;FR;1070;CO;;;;;49351.67;period_change;C
211429900;10131;PO;2;FP;1540;FR;1070;CO;;;;;49351.67;period_change;D
211429900;10131;PO;2;FP;1540;FR;1070;CO;;;;;3.01;beginning_balance;C
211429900;10131;PO;2;FP;1540;FR;1070;CO;;;;;3.01;ending_balance;C
211429900;10131;PO;2;FP;1500;FR;1001;CO;;;;;0.00;beginning_balance;D
211429900;10131;PO;2;FP;1500;FR;1001;CO;;;;;0.00;ending_balance;D
211429900;10132;PO;2;FP;1800;FR;;;;;;;0.00;beginning_balance;D
211429900;10132;PO;2;FP;1800;FR;;;;;;;0.00;ending_balance;D
211429900;20231;PO;2;FP;1500;FR;;;;;;;11746.86;period_change;C
211429900;20231;PO;2;FP;1500;FR;;;;;;;11746.86;period_change;D
211429900;20231;PO;2;FP;1500;FR;;;;;;;0.00;beginning_balance;D
211429900;20231;PO;2;FP;1500;FR;;;;;;;0.00;ending_balance;D
212510100;10131;PO;2;FP;1500;FR;;;;;;;8333.88;period_change;C
212510100;10131;PO;2;FP;1500;FR;;;;;;;8333.88;period_change;D
212510100;10131;PO;2;FP;1500;FR;;;;;;;0.00;beginning_balance;D
212510100;10131;PO;2;FP;1500;FR;;;;;;;0.00;ending_balance;D
213110199;10131;PO;2;FP;1500;FR;;;;;;;833974.30;period_change;C
213110199;10131;PO;2;FP;1500;FR;;;;;;;442172.43;period_change;D
213110199;10131;PO;2;FP;1500;FR;;;;;;;1295437.21;beginning_balance;C
213110199;10131;PO;2;FP;1500;FR;;;;;;;1687239.08;ending_balance;C
213110199;10131;PO;2;FP;1660;FR;;;;;;;3518.00;period_change;C
213110199;10131;PO;2;FP;1660;FR;;;;;;;17389.83;period_change;D
213110199;10131;PO;2;FP;1660;FR;;;;;;;16811.43;beginning_balance;C
213110199;10131;PO;2;FP;1660;FR;;;;;;;2939.60;ending_balance;C
213110199;10131;PO;2;FP;1706;FR;3110;CO;;;;;0.00;beginning_balance;D
213110199;10131;PO;2;FP;1706;FR;3110;CO;;;;;0.00;ending_balance;D
213110199;10131;PO;2;FP;1500;FR;1001;CO;;;;;76534.37;period_change;C
213110199;10131;PO;2;FP;1500;FR;1001;CO;;;;;50976.84;period_change;D
213110199;10131;PO;2;FP;1500;FR;1001;CO;;;;;231402.26;beginning_balance;C
213110199;10131;PO;2;FP;1500;FR;1001;CO;;;;;256959.79;ending_balance;C
213110199;10131;PO;2;FP;1500;FR;1002;CO;;;;;347036.18;period_change;C
213110199;10131;PO;2;FP;1500;FR;1002;CO;;;;;270331.74;period_change;D
213110199;10131;PO;2;FP;1500;FR;1002;CO;;;;;418663.76;beginning_balance;C
213110199;10131;PO;2;FP;1500;FR;1002;CO;;;;;495368.20;ending_balance;C
213110199;10132;PO;2;FP;1800;FR;;;;;;;12594.81;period_change;C
213110199;10132;PO;2;FP;1800;FR;;;;;;;12594.81;period_change;D
213110199;10132;PO;2;FP;1800;FR;;;;;;;0.00;beginning_balance;D
213110199;10132;PO;2;FP;1800;FR;;;;;;;0.00;ending_balance;D
213110199;10131;PO;2;FP;1600;FR;;;;;;;93662.25;period_change;C
213110199;10131;PO;2;FP;1600;FR;;;;;;;58171.25;period_change;D
213110199;10131;PO;2;FP;1600;FR;;;;;;;88350.29;beginning_balance;C
213110199;10131;PO;2;FP;1600;FR;;;;;;;123841.29;ending_balance;C
213110199;10131;PO;2;FP;2701;FR;;;;;;;0.00;beginning_balance;D
213110199;10131;PO;2;FP;2701;FR;;;;;;;0.00;ending_balance;D
213110199;10131;PO;2;FP;1632;FR;;;;;;;360.00;beginning_balance;C
213110199;10131;PO;2;FP;1632;FR;;;;;;;360.00;ending_balance;C
213110199;20231;PO;2;FP;1500;FR;;;;;;;26873.53;period_change;C
213110199;20231;PO;2;FP;1500;FR;;;;;;;26873.53;period_change;D
213110199;20231;PO;2;FP;1500;FR;;;;;;;0.00;beginning_balance;D
213110199;20231;PO;2;FP;1500;FR;;;;;;;0.00;ending_balance;D
213110199;10131;PO;2;FP;1569;FR;1001;CO;;;;;2750.00;period_change;C
213110199;10131;PO;2;FP;1569;FR;1001;CO;;;;;4014.20;beginning_balance;C
213110199;10131;PO;2;FP;1569;FR;1001;CO;;;;;6764.20;ending_balance;C
213110199;10131;PO;2;FP;1621;FR;;;;;;;18450.00;period_change;C
213110199;10131;PO;2;FP;1621;FR;;;;;;;13450.00;period_change;D
213110199;10131;PO;2;FP;1621;FR;;;;;;;0.00;beginning_balance;D
213110199;10131;PO;2;FP;1621;FR;;;;;;;5000.00;ending_balance;C
213110199;10131;PO;2;FP;1550;FR;1001;CO;;;;;27655.20;beginning_balance;C
213110199;10131;PO;2;FP;1550;FR;1001;CO;;;;;27655.20;ending_balance;C
213110199;10131;PO;2;FP;1631;FR;;;;;;;104064.56;period_change;C
213110199;10131;PO;2;FP;1631;FR;;;;;;;104064.56;period_change;D
213110199;10131;PO;2;FP;1631;FR;;;;;;;2439.00;beginning_balance;C
213110199;10131;PO;2;FP;1631;FR;;;;;;;2439.00;ending_balance;C
213110199;10131;PO;2;FP;1669;FR;;;;;;;186.66;beginning_balance;C
213110199;10131;PO;2;FP;1669;FR;;;;;;;186.66;ending_balance;C
213110199;10131;PO;2;FP;2600;FR;;;;;;;2980.00;beginning_balance;C
213110199;10131;PO;2;FP;2600;FR;;;;;;;2980.00;ending_balance;C
